,HvC.beta,RvC.beta,HvR.beta,HvC.pvalue,RvC.pvalue,HvR.pvalue,HvC.FDR,RvC.FDR,HvR.FDR,HvC.FWER,RvC.FWER,HvR.FWER
ENSG00000002822,0.487503602990054,-0.272172891872638,0.759676494862693,0.045693089685941,0.266983045537617,0.00494788119896611,0.0800847895934197,0.142099788880185,0.00950349100196602,1,1,1
ENSG00000002834,0.110266533967007,0.00312277198840078,0.107143761978606,0.572094948813386,0.987148606867528,0.582710639898286,0.374251129530236,0.349723802440537,0.301024969473893,1,1,1
ENSG00000002919,0.0533782628952028,-1.45978349335294,1.51316175624814,0.892111754055983,0.00741577826660612,0.00345328476594517,0.474511698493155,0.0105599107137909,0.00738399210994615,1,1,1
ENSG00000003056,-0.0285634204680329,-1.30900868625575,1.28044526578772,0.868462692954883,2.75954815109972e-06,2.73944300252209e-06,0.468172307651643,4.41839893990061e-05,5.08997710507593e-05,1,0.0258404088868978,0.0256521442756168
ENSG00000003096,-5.90218537813073,-0.589994237175267,-5.31219114095546,0.00028231740790526,0.185630669881643,0.000230379444759729,0.00347845293459902,0.108887638962556,0.00109195985024056,1,1,1
ENSG00000003147,-3.06834218008178,-0.906623354252599,-2.16171882582918,0.00551623612584627,0.0738232901256762,0.0186549620476207,0.0213294254129207,0.055177576635667,0.0251480073839278,1,1,1
ENSG00000003393,-0.582627986299143,-0.0394446275459893,-0.543183358753154,0.226079725909015,0.923742439342521,0.232149400965699,0.217963307672391,0.334836942639036,0.160228913138914,1,1,1
ENSG00000003400,0.288564164128788,-2.57048681933284,2.85905098346162,0.470675227364571,0.00425841279809504,0.000617457385256319,0.334885342953497,0.00708123135543999,0.00215810461967009,1,1,1
ENSG00000003402,-0.234182890956777,-2.54480701134074,2.31062412038397,0.396956872172676,5.06599407928833e-07,8.98321590150945e-07,0.302183178032176,1.39468113679408e-05,2.34338859135427e-05,1,0.00474379685584559,0.00841188337017344
ENSG00000003509,1.00363634034231,-0.798247735573462,1.80188407591577,0.0327054555019421,0.199261341436743,0.00409168333728791,0.0649395614871294,0.114529378559501,0.00832661574554704,1,1,1
ENSG00000003756,0.255594251313876,0.351643899513596,-0.0960496481997197,0.454121088223272,0.298867353538187,0.77472482638164,0.32768616119171,0.154414713501068,0.362043571479867,1,1,1
ENSG00000004059,-0.28757531942837,0.178015417222187,-0.465590736650556,0.249840588575122,0.450153200302823,0.0665798485935506,0.230797097721716,0.206568791763729,0.0648035831548727,1,1,1
ENSG00000004139,2.29492807923031,-2.06100500703115,4.35593308626146,0.0370577372808531,0.222576149815736,0.00781516459198305,0.0696789107569823,0.124354710793481,0.0133844248590456,1,1,1
ENSG00000004142,-0.204849500680965,-0.0889975419499253,-0.115851958731039,0.274749569775344,0.623885293905224,0.527780539877079,0.245105207914665,0.259811750848557,0.280959832849198,1,1,1
ENSG00000004455,-0.75743568783703,0.00157125150507342,-0.759006939342104,0.000996340186939092,0.993185142966269,0.000899103601997066,0.00749549803405005,0.351222109165601,0.00278208730715402,1,1,1
ENSG00000004468,1.59858208050155,2.29302695480561,-0.694444874304056,0.0145550617392332,0.00120529799071636,0.246130143117946,0.0390797379584813,0.00293864166986287,0.166697784296714,1,1,1
ENSG00000004478,0.60280382705338,0.271483096330725,0.331320730722655,0.0259187210849444,0.294653993598605,0.199476711516867,0.0561204880794143,0.152670637312155,0.143935700809183,1,1,1
ENSG00000004487,0.20780191789307,0.385623897487446,-0.177821979594376,0.299302266491548,0.0624478199107972,0.369749496175121,0.257027587280242,0.0492260001766675,0.220864947056643,1,1,1
ENSG00000004534,0.623291988357765,-0.953925348526538,1.5772173368843,0.0620965588145666,0.0193521530587576,0.000335894667510291,0.0974100139273061,0.0211150492327576,0.00141659483498377,1,1,1
ENSG00000004700,0.735263203873803,-0.0303992101504332,0.765662414024236,0.0125112284767448,0.910510421883703,0.0107806947937201,0.035197488971978,0.331897847943941,0.0169997971059343,1,1,1
ENSG00000004766,0.562817445105681,0.96902256269391,-0.406205117588229,0.138404525967987,0.0118157272271925,0.262552736076016,0.161738133202744,0.0147190042933301,0.174229507794617,1,1,1
ENSG00000004777,0.740736158022508,0.250454418114826,0.490281739907682,0.580720135526149,0.856691035553419,0.719233202997524,0.377846571635261,0.318177719863005,0.345666426067555,1,1,1
ENSG00000004779,-0.161823940946338,-0.337867822108211,0.176043881161873,0.452250605475526,0.128459879390433,0.414487671755037,0.326862622912616,0.0834088056561986,0.238626113979239,1,1,1
ENSG00000004864,0.588364958441453,-0.318709457229948,0.907074415671401,0.272999490360234,0.619313614169868,0.139414091737096,0.244164804291208,0.258657835384257,0.111165274764568,1,1,1
ENSG00000004866,0.968421285717796,0.362300873856566,0.60612041186123,0.200131386897784,0.643817289207957,0.429308232590181,0.202819502265977,0.264925210668283,0.244696487101417,1,1,1
ENSG00000004897,-0.014263766775885,-0.0257870891066661,0.0115233223307811,0.947647276056794,0.904143526398507,0.957389404890433,0.490101749359696,0.330232871689649,0.410581027570151,1,1,1
ENSG00000004961,-0.0317403665095047,-0.0323450734731683,0.000604706963663541,0.898577189287622,0.895105630873374,0.998047576941246,0.476658595557037,0.328294608807097,0.420374309939286,1,1,1
ENSG00000004975,0.106647815157471,0.443827940778211,-0.33718012562074,0.621492022715255,0.0445075635918493,0.124430753065773,0.392657005457507,0.0386731828036924,0.102670371140952,1,1,1
ENSG00000005007,-0.0100327194547524,0.0511834721881285,-0.0612161916428809,0.970775145774823,0.850857448827475,0.822695976604926,0.495479063697579,0.317076978419124,0.374638742372757,1,1,1
ENSG00000005020,-0.351109559362651,-0.505409697800849,0.154300138438198,0.225449158600788,0.0888749631715408,0.586390270836332,0.217696133791265,0.0635319529494598,0.302054344620749,1,1,1
ENSG00000005022,-0.234167916932076,0.65589208694546,-0.890060003877537,0.359976184412175,0.013155547628825,0.00222342034813683,0.286994767358224,0.0159373198449257,0.00540958747760977,1,1,1
ENSG00000005059,-0.60562384174308,-2.10850769629594,1.50288385455286,0.0691750799604846,0.000353120944994426,0.00209906302109339,0.104314544412685,0.00124071174075641,0.00516444393181838,1,1,1
ENSG00000005100,0.476732410436412,-0.0150535785993649,0.491785989035776,0.0844461843356079,0.956113711349968,0.0820821132015761,0.118044620420725,0.342725634225437,0.0757021786511102,1,1,1
ENSG00000005156,0.239740932249815,0.157303311336399,0.0824376209134166,0.418925647341467,0.591373287046328,0.778270325014895,0.312216444794837,0.250182988221475,0.363011378774006,1,1,1
ENSG00000005175,0.385796037960938,0.0151456718196584,0.370650366141279,0.20246376612881,0.959968063881229,0.225564027242169,0.204172671148277,0.343706511444941,0.157173844212473,1,1,1
ENSG00000005189,0.736290200055719,-1.88402184596613,2.62031204602185,0.188321352216863,0.0695605606281747,0.00694316375544539,0.195953125215025,0.052888930870576,0.0122807986854963,1,1,1
ENSG00000005206,-0.379217344888073,0.840840422007553,-1.22005776689563,0.283933990920498,0.00962268769138621,0.00160057400387128,0.250348702939552,0.01267030953231,0.00423134962563684,1,1,1
ENSG00000005238,0.253675415665534,-2.31533582919843,2.56901124486396,0.751048291923221,0.06085486107198,0.0228643498756897,0.434923858991471,0.0483390209628872,0.0289406772401989,1,1,1
ENSG00000005302,2.79989906643435,1.56964530350943,1.23025376292492,0.00064904817252907,0.0386804152342076,0.0871189110545522,0.00580007348935637,0.035007109992165,0.079015452203414,1,1,1
ENSG00000005339,-0.0783547891788953,-0.0935643615558182,0.0152095723769229,0.715274666132478,0.659732986030155,0.943093138575579,0.42381127042989,0.269537082548179,0.40670826572662,1,1,1
ENSG00000005379,1.07975876693799,3.31379617920787,-2.23403741226988,0.353612645299774,0.0031240068754277,0.0499465365331868,0.284242394696163,0.00570827713884452,0.0521030100188184,1,1,1
ENSG00000005436,0.070791104641471,-0.0724799953989426,0.143271100040414,0.804175846226292,0.80138147138071,0.618572420651698,0.450106927486174,0.305782910967442,0.312536926510513,1,1,1
ENSG00000005448,0.343978242303058,0.223907919465745,0.120070322837313,0.0962874070272119,0.265154906894657,0.544203490347568,0.128032797115567,0.141393926353136,0.286888989381949,1,1,1
ENSG00000005469,-1.28545005791503,-1.72896641641116,0.443516358496129,0.0255140742564554,0.00817064018283675,0.426934040420691,0.0557311800266735,0.0112423064839302,0.243911445396356,1,1,1
ENSG00000005483,0.194489167597444,-0.114911366356751,0.309400533954195,0.444687531817589,0.654263801473343,0.2344761349702,0.323910761889155,0.26783717350119,0.161216409800754,1,1,1
ENSG00000005486,-1.2024999661386,-0.78466703929313,-0.417832926845465,0.00144497798837278,0.0135278599216036,0.176673396496346,0.0094235398671638,0.0162586294028463,0.131872076676467,1,1,1
ENSG00000005700,0.765681521178792,-0.0334066053150237,0.799088126493816,0.000227160846094827,0.842304818479931,0.000189311786436071,0.0030305813918086,0.315074364395939,0.000948734139515398,1,1,1
ENSG00000005801,1.15502082670757,-0.0519323869825948,1.20695321369016,0.00421542413437222,0.896866802724959,0.00543855918385817,0.0183646545636238,0.328592294177836,0.0102158580441568,1,1,1
ENSG00000005810,0.592866115556773,-0.286982235540011,0.879848351096784,0.0194728900615028,0.234910294898262,0.00166301586935676,0.0470287007365085,0.129537116584504,0.00434823530135041,1,1,1
ENSG00000005812,0.0535257257276682,-0.285307467800509,0.338833193528178,0.773530977395841,0.144817831066102,0.0858142936355974,0.441717113818758,0.0908716972064035,0.0781380444289463,1,1,1
ENSG00000005844,1.41745718845256,1.5456519164203,-0.12819472796774,0.0620411422459208,0.0432474273589648,0.857189363514066,0.0974100139273061,0.037877393786013,0.384002227662008,1,1,1
ENSG00000005882,0.778991164782505,0.997094276226178,-0.218103111443673,0.281566714007168,0.158226413419322,0.754322548553407,0.248923440951454,0.0968182328710637,0.355588805056074,1,1,1
ENSG00000005884,0.582486869180453,-1.22260034503783,1.80508721421829,0.659524494231212,0.454108222560965,0.237322167048982,0.406513933247556,0.207842320852495,0.16247318508296,1,1,1
ENSG00000005889,0.350822379693634,-0.318463054169841,0.669285433863475,0.12653493118783,0.183230570356289,0.00903011449673474,0.152874756576494,0.107843602374218,0.0148811438789942,1,1,1
ENSG00000005893,-0.0286846943550648,-0.882158605009911,0.853473910654846,0.929802507612847,0.0191121155365217,0.0202703202320397,0.485027477562844,0.0209556494895463,0.0265620172543274,1,1,1
ENSG00000005955,0.207102881751549,-0.461331179175018,0.668434060926567,0.284071130573995,0.0319767617375178,0.00328713726862637,0.250348702939552,0.0304173372407571,0.00714577056625134,1,1,1
ENSG00000006007,-0.41577793727,0.00586362623861099,-0.421641563508611,0.116529433548325,0.98001676194348,0.100189179223962,0.144874798545831,0.348242817663059,0.0876426559708411,1,1,1
ENSG00000006015,-1.21345093523352,-0.399084265802332,-0.814366669431189,0.000310810190475021,0.112662117558233,0.00522085757467911,0.0037150632121561,0.0756491934886526,0.00988344700729915,1,1,1
ENSG00000006025,-0.213602674033553,-0.543963120230879,0.330360446197326,0.624708221440286,0.244140290091288,0.46287526524718,0.393511915229443,0.133159874702866,0.257053448808171,1,1,1
ENSG00000006062,-0.485920293795422,-0.60082477414332,0.114904480347898,0.178067045188137,0.100320082875648,0.742353359529075,0.189249715148148,0.0694801901683805,0.352095490189076,1,1,1
ENSG00000006114,0.547994459682507,0.233965098417875,0.314029361264632,0.0204289908062852,0.287099589895901,0.158432286012513,0.0485167140081692,0.14970641929444,0.121895846871266,1,1,1
ENSG00000006118,1.06994746249855,-0.507222845152022,1.57717030765057,0.0881548299839637,0.526223109280055,0.0410978295295999,0.121320247335701,0.230808128873556,0.04520595793585,1,1,1
ENSG00000006125,0.03732352108029,0.868529566310164,-0.831206045229874,0.950124846873919,0.10057053866497,0.149780007158264,0.490198404251741,0.0696063150580459,0.117107606513934,1,1,1
ENSG00000006194,-0.344169078990621,-0.142721733941603,-0.201447345049018,0.207155059285956,0.574461118217272,0.441876479331209,0.2070244718785,0.245131412377072,0.249328927012079,1,1,1
ENSG00000006282,-1.05948792439459,-5.19093428740706,4.13144636301247,0.0623401592239511,0.00162017576223067,0.00322507322150315,0.0976016714940548,0.00361164805097353,0.00703025127167286,1,1,1
ENSG00000006327,-2.65299958870613,0.128260654462679,-2.78126024316881,0.0117959467428709,0.813846697761641,0.00357437471218965,0.0339975742514212,0.308791655897046,0.00757781136630633,1,1,1
ENSG00000006451,-0.213279070892606,-0.98589042665609,0.772611355763484,0.340421250838723,0.00097341496658072,0.004312451471027,0.278185970364338,0.00255831629425613,0.00860967100915086,1,1,1
ENSG00000006459,-2.23430100813361,2.41262633180059,-4.64692733993421,0.1789925396139,0.00505293248382794,0.00420054999667917,0.18981098237685,0.00799474279386076,0.0084764843760553,1,1,1
ENSG00000006530,-0.727000423477974,-1.38218509174576,0.655184668267788,0.0171329723378776,0.000374955652094064,0.0377624003868843,0.0431863000271001,0.00128364249633202,0.0423058229188213,1,1,1
ENSG00000006576,0.417711819945434,-0.948818385863687,1.36653020580912,0.118628171761208,0.0065262339764427,0.000206358544574471,0.146593957244303,0.00957808397014723,0.00101230703809116,1,1,1
ENSG00000006607,0.318014383177143,0.259817096114428,0.0581972870627148,0.278683770417153,0.366130049643508,0.838572282638103,0.247676577725584,0.178295766159756,0.379020354143425,1,1,1
ENSG00000006625,0.854789758497703,-3.81114844853482,4.66593820703252,0.010469688379753,0.000427189484540054,1.60563680225371e-05,0.0316064949823059,0.0014212453591541,0.00017233388182551,1,1,0.150351830163038
ENSG00000006634,0.79998545171964,0.73071206636418,0.06927338535546,0.234046909195985,0.276482485223512,0.915984210752921,0.222165760938089,0.1457934605426,0.399488696668362,1,1,1
ENSG00000006652,-0.864796603338485,-0.969578831646949,0.104782228308464,0.0831106796857279,0.0546596105278677,0.824657754518665,0.117232974738847,0.0445798652899636,0.375098455651012,1,1,1
ENSG00000006695,-0.746700493655396,0.185283341220663,-0.931983834876059,0.10831378553063,0.626367572740895,0.0379045208754439,0.138575066971601,0.260549880645419,0.0424047402503384,1,1,1
ENSG00000006712,-0.234469213247864,-0.389312671297687,0.154843458049823,0.48082063282392,0.247956060236936,0.63957805131646,0.338502678740564,0.134636650210116,0.319548186223478,1,1,1
ENSG00000006715,-0.172554797959006,-0.992142207304757,0.819587409345751,0.511042888806398,0.00249637617563492,0.00754723477223672,0.351444815423862,0.00487994379267434,0.0130790995406532,1,1,1
ENSG00000006740,0.098880932950427,-2.265497959889,2.36437889283942,0.951370151391435,0.294515027964712,0.229894157368185,0.490518842061125,0.152622571351508,0.159121465297448,1,1,1
ENSG00000006744,0.781388710732018,0.183382469460682,0.598006241271337,0.0046665398538649,0.462387698155633,0.0246398687232298,0.0195125407062697,0.21058150010899,0.0305115409341467,1,1,1
ENSG00000006747,-1.49620889541441,5.29382601794182,-6.79003491335623,0.568769934146631,0.00561765423282924,0.00886150398166268,0.373158900019415,0.00863193259019512,0.014665045785825,1,1,1
ENSG00000006757,4.56432901067163,1.83639051609212,2.72793849457951,0.0104098414351025,0.325155895079024,0.128391598447529,0.0315642395605743,0.164027004187786,0.104903238404195,1,1,1
ENSG00000006831,-0.129792327858112,-0.447490649922722,0.317698322064611,0.573158641588295,0.0723876100999136,0.184685673822525,0.374833604936172,0.0544003802732306,0.136200643487313,1,1,1
ENSG00000007047,-0.609929633657869,-0.146562569284487,-0.463367064373382,0.090365390036582,0.632381400719128,0.168375600076952,0.123087698975002,0.262241928555141,0.127311450438661,1,1,1
ENSG00000007080,0.107749276542536,0.129277722941674,-0.0215284463991386,0.669439561517841,0.603761208840585,0.931320390766617,0.41018348817551,0.253976623078141,0.403442216891604,1,1,1
ENSG00000007168,-0.0514499061525699,-0.445850828330565,0.394400922177995,0.887058427095638,0.252894217709729,0.298210109197949,0.473498681957249,0.136469961651588,0.190753316799726,1,1,1
ENSG00000007202,-0.411241446193158,0.0688401996128847,-0.480081645806042,0.0708021929148447,0.738981945117582,0.0353166092258098,0.105539579926754,0.290115680523095,0.0401365336658316,1,1,1
ENSG00000007237,-1.09311651718601,1.24242714313093,-2.33554366031693,0.0198018926395757,0.00331537964428531,2.79048575792088e-05,0.0475550111614941,0.00594784949161482,0.000259422619583545,1,1,0.261301086371711
ENSG00000007312,-0.0253452013289307,-0.759109884267864,0.733764682938933,0.89446194668498,0.00141364151276059,0.0016488796730426,0.475332274477141,0.00329812819302771,0.0043242266846161,1,1,1
ENSG00000007341,-0.196665992088597,1.34761316332377,-1.54427915541236,0.703581518294821,0.00278247070571005,0.00417588063565869,0.42059647295585,0.0052768402333658,0.00843835037974955,1,1,1
ENSG00000007376,1.02309203941754,1.01276168812008,0.0103303512974595,0.10918166123001,0.107506603499748,0.986387203145609,0.13917401036045,0.0731237630985742,0.417471792236529,1,1,1
ENSG00000007392,-0.105293868184291,0.267326680893036,-0.372620549077326,0.799294468115089,0.489902971987487,0.358292410065719,0.448654498339487,0.219078954650907,0.215831928835112,1,1,1
ENSG00000007520,0.170158136191823,0.12005959328346,0.050098542908363,0.465654269483746,0.603041848603369,0.828014053817851,0.332770910291222,0.253722309396247,0.375973855170049,1,1,1
ENSG00000007541,0.151707514059157,-0.0975106717933424,0.249218185852499,0.606332959316563,0.744655961400842,0.405524370727296,0.386882285090803,0.291695448736427,0.235046078491121,1,1,1
ENSG00000007545,-2.20796576543341,-0.376568785162454,-1.83139698027096,0.000451093523169857,0.208813555273936,0.000682650298336298,0.00475955591670905,0.118692855278336,0.0023140970956394,1,1,1
ENSG00000007923,0.416894403687321,0.448933223455285,-0.0320388197679635,0.102356377482707,0.0769343047001755,0.894558780823341,0.133602799518299,0.056951738641825,0.393991988719321,1,1,1
ENSG00000007944,-1.55090112159554,-1.34960147820811,-0.20129964338743,0.0542025431476834,0.0705891561500248,0.783025950439832,0.0894088957843385,0.0534006192790891,0.363945614119038,1,1,1
ENSG00000007968,1.34027347289327,1.31570572477003,0.0245677481232363,0.0208865247852363,0.0217249738900139,0.962594585134401,0.0491479462752854,0.0230405428642451,0.41166912794867,1,1,1
ENSG00000008018,0.329165289554975,-0.0274409606635413,0.356606250218516,0.0267791380105649,0.840430621623897,0.0179506042615128,0.0569621216522797,0.314947084584965,0.0244157424996744,1,1,1
ENSG00000008083,0.83579685809789,-0.257443318207644,1.09324017630553,0.0437739637307463,0.568300485227776,0.0187139930514831,0.0779984353215591,0.243193644851858,0.0251758888462878,1,1,1
ENSG00000008086,0.402238349258945,0.379421100617897,0.0228172486410478,0.694316175860567,0.71010503891268,0.982144022804073,0.417335628522363,0.282743740787491,0.416571115600816,1,1,1
ENSG00000008128,2.33494505965789,1.59284871620232,0.742096343455569,0.0357606800239114,0.157721354009544,0.487114237475038,0.0682922774680932,0.0966344787633366,0.266272298127099,1,1,1
ENSG00000008130,-0.860645557918586,-1.13023279255174,0.269587234633159,0.0506159717168619,0.0144500084815294,0.51674187393086,0.0855912875108694,0.0170491042318797,0.276887257034465,1,1,1
ENSG00000008256,-0.486131281466701,-4.01756090776086,3.53142962629416,0.529460552848486,0.0414726156048571,0.0396294223202577,0.358460425122001,0.0368208026704955,0.0439227718156346,1,1,1
ENSG00000008277,-1.25991706364751,-7.44985717158821,6.18994010794071,0.000140719043683051,1.00014077717886e-05,2.71765476290449e-05,0.00229309587095581,0.000104437451489653,0.000258426312637454,1,0.0936531823750285,0.254481191998377
ENSG00000008282,0.107799499910768,-0.393976020347485,0.501775520258254,0.830753818424032,0.449366046644236,0.333070077710785,0.457105555723375,0.206358003044153,0.204867805827923,1,1,1
ENSG00000008283,1.4790822230567,2.93043642157875,-1.45135419852205,0.240418035421149,0.0155030824782028,0.225001558425967,0.225769148173079,0.0179706875262006,0.156976294565356,1,1,1
ENSG00000008294,-0.685104388293269,0.599847154802509,-1.28495154309578,0.00700869208102869,0.00927512349479198,2.21297337601607e-05,0.0249381832975969,0.0123207007886284,0.000220833675279714,1,1,0.207222826930145
ENSG00000008300,-1.76220320718511,-1.57148420113029,-0.190719006054824,0.151990727423727,0.180776063567515,0.869735129776926,0.171716779056473,0.106665003770194,0.387241511554495,1,1,1
ENSG00000008311,-1.56002571615566,3.75740559199682,-5.31743130815248,0.317124831202082,0.000640596410481172,0.00107830725732218,0.266216253873328,0.0019134665257515,0.00318880325212254,1,1,1
ENSG00000008324,1.02182148826819,0.604114939093834,0.417706549174356,0.00548565960942304,0.0824721205174529,0.210704429199092,0.0212994131532388,0.0599070867324877,0.149409778756749,1,1,1
ENSG00000008382,0.441102540241015,0.488208254039243,-0.0471057137982274,0.287694555294614,0.227036947792804,0.90636541995529,0.251622772405145,0.126175301619137,0.396733155853654,1,1,1
ENSG00000008405,-1.5961508223056,-2.2965561380151,0.700405315709508,0.137525554733917,0.0636447651801972,0.528889176106652,0.16113329537888,0.0499071448108259,0.281338415534268,1,1,1
ENSG00000008516,-1.82327355538911,4.01665357577693,-5.83992713116604,0.179218431366529,3.81532938755521e-05,0.000114491688700141,0.18992223026015,0.000263691199831693,0.000690637571436554,1,0.35726744385067,1
ENSG00000008838,0.0773905186809676,-0.293228555676537,0.370619074357505,0.740809166029665,0.236209452279503,0.133961396637521,0.431886549186563,0.130058133614307,0.108130762542067,1,1,1
ENSG00000008869,0.216424560951982,1.43023149326948,-1.2138069323175,0.443828848122973,4.39991077462659e-05,0.000362295470375131,0.323406356281997,0.000288406356698553,0.00148965883310507,1,0.412007644936034,1
ENSG00000008952,0.822455793312034,-1.01711603519841,1.83957182851044,0.00901109324731638,0.00466529151679988,1.51913639226188e-05,0.0289427967395569,0.00757366110495209,0.000166220156918368,1,1,0.142251931771402
ENSG00000009307,0.180746943513574,-0.227797282969968,0.408544226483542,0.335830115978014,0.230202161264275,0.0405193110020445,0.276062869088982,0.127515581920684,0.0446630431799882,1,1,1
ENSG00000009335,-0.75626452005037,-1.01546385546055,0.259199335410178,0.00774833947503969,0.00106835347350528,0.312006574272538,0.0264405630747211,0.00273257697329853,0.196294762537619,1,1,1
ENSG00000009413,1.22309444975632,0.572509207655006,0.650585242101318,0.0443685878509064,0.346933177053239,0.274698499498162,0.0788491312101646,0.171719755955824,0.179951099391045,1,1,1
ENSG00000009780,0.384092072500319,0.223803592609201,0.160288479891118,0.387534126298804,0.618800997402511,0.718303693615757,0.298651272195084,0.258476416916411,0.345303961629539,1,1,1
ENSG00000009790,0.622114017559909,1.73963585129584,-1.11752183373593,0.062746798497993,3.94637438655249e-05,0.00237601797057246,0.0980133471679648,0.000270484722731709,0.00565169620915454,1,0.369538497556775,1
ENSG00000009830,-1.52625801869619,-0.218035872619365,-1.30822214607683,0.00549149822866955,0.502231652789812,0.00669398347031079,0.0213029300420902,0.223159100755983,0.0119527696076866,1,1,1
ENSG00000009844,0.479041416716555,-0.0848886977440087,0.563930114460563,0.025009526072193,0.673000282034995,0.011263514898746,0.0550113913246999,0.273104582093854,0.0175157270545698,1,1,1
ENSG00000009954,0.16598909090653,-0.0323780605976384,0.198367151504168,0.390566078184714,0.865408345069702,0.307611479560973,0.299761842804737,0.320442679853192,0.19432992903526,1,1,1
ENSG00000010017,-0.233265740803098,0.832309693185213,-1.06557543398831,0.380908582055042,0.00278757534106355,0.000630857278086724,0.295991481759098,0.00528075225661918,0.00219326257928444,1,1,1
ENSG00000010030,-2.06796978955164,-1.62959426972708,-0.438375519824557,0.160298289458514,0.179593746311261,0.739607097463643,0.177154088330489,0.106254878605004,0.351512479977792,1,1,1
ENSG00000010072,0.0410129128558275,-0.326965576423267,0.367978489279094,0.905065730636063,0.378004746056062,0.30923805541643,0.478752359946071,0.182411348148655,0.194912976655677,1,1,1
ENSG00000010165,0.785128015511624,-0.0947714486169612,0.879899464128585,0.00901578254869166,0.741911384944749,0.00575260099470802,0.0289427967395569,0.290885501897953,0.0106797893832005,1,1,1
ENSG00000010244,0.352192922055646,0.244898905906405,0.107294016149241,0.188483800410868,0.351456948276038,0.679896593642088,0.196035530271108,0.173218554269472,0.3328653789436,1,1,1
ENSG00000010256,-0.293834417589207,0.80511558038989,-1.0989499979791,0.112014125747373,0.000319088667788085,1.46717668545874e-05,0.14127511193466,0.00115727816925014,0.00016188388635076,1,1,0.137386424826356
ENSG00000010270,-1.12508039401403,-1.64777319390631,0.522692799892277,0.0064328198684301,0.000726773885880025,0.180494363026755,0.0236493626380974,0.00209687916487855,0.133943656316775,1,1,1
ENSG00000010278,0.267488804462796,-1.87837438751056,2.14586319197336,0.609369073174601,0.0347847780977703,0.00859234818309062,0.388053489198105,0.0323070175239387,0.0143291818758604,1,1,1
ENSG00000010292,0.604513417295709,0.404560673313789,0.19995274398192,0.0073005271370812,0.0552598790366631,0.319851110172513,0.0254210519264456,0.0449540097719289,0.199516867714611,1,1,1
